Title,Weblinks
FEM-based comparison of models to predict dynamic recrystallization during orthogonal cutting of AISI 4140,www.doi.org/10.1016/j.procir.2019.04.061
Inhibitory effect of <ce:italic>Gentiana olivieri</ce:italic> extracts on the corrosion of mild steel in 0.5<ce:hsp sp=0.25></ce:hsp>M HCl: Electrochemical and phytochemical evaluation,www.doi.org/10.1016/j.arabjc.2016.06.008
"Computationally efficient, multi-domain hybrid modeling of surface integrity in machining and related thermomechanical finishing processes",www.doi.org/10.1016/j.procir.2019.03.225
Synthesis and applications of CaCO<ce:inf loc=post>3</ce:inf>/HPC core–shell composite subject to heavy metals adsorption processes,www.doi.org/10.1016/j.heliyon.2019.e02215
Fatigue limit assessment by energetic analyses in static and cyclic tensile tests,www.doi.org/10.1016/j.prostr.2020.02.062
"Purification, characterization and application of cherty rocks as sorbent for separation and preconcentration of rare earths",www.doi.org/10.1016/j.jmrt.2018.10.018
New Microscope and Ion Accelerators for Materials Investigations (MIAMI-2) system at the University of Huddersfield,www.doi.org/10.1016/j.nima.2019.03.074
Corrosion inhibition characteristics of 2-[(E)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine on steel in simulated oilfield acidizing solution,www.doi.org/10.1016/j.jksues.2017.07.002
Large-scale storage of hydrogen,www.doi.org/10.1016/j.ijhydene.2019.03.063
Nano-Intermetallic InNi<ce:inf loc=post>3</ce:inf>C<ce:inf loc=post>0.5</ce:inf> Compound Discovered as a Superior Catalyst for CO<ce:inf loc=post>2</ce:inf> Reutilization,www.doi.org/10.1016/j.isci.2019.07.006
Lithium-ion battery fast charging: A review,www.doi.org/10.1016/j.etran.2019.100011
Compact design of <ce:italic>GreatWay</ce:italic> Welding machine,www.doi.org/10.1016/j.egypro.2019.01.672
Fully coupled thermo-viscoplastic analysis of composite structures by means of multi-scale three-dimensional finite element computations,www.doi.org/10.1016/j.ijsolstr.2019.01.018
Numerical investigation of heat transfer enhancement in plate-fin heat sinks: Effect of flow direction and fillet profile,www.doi.org/10.1016/j.csite.2018.100388
Studies of Inhibition effect “E & Z’’ Configurations of hydrazine Derivatives on Mild Steel Surface in phosphoiric acid,www.doi.org/10.1016/j.jmrt.2019.09.051
An attainable region approach for the recovery of iron and zinc from electric arc furnace dust,www.doi.org/10.1016/j.sajce.2018.12.002
Unraveling indentation-induced slip steps in austenitic stainless steel,www.doi.org/10.1016/j.matdes.2019.108169
Robot fault detection and remaining life estimation for predictive maintenance,www.doi.org/10.1016/j.procs.2019.04.094
A neural network approach for chatter prediction in turning,www.doi.org/10.1016/j.promfg.2019.06.159
Polymer Electrolytes for Lithium-Based Batteries: Advances and Prospects,www.doi.org/10.1016/j.chempr.2019.05.009
Design of TiC<ce:inf loc=post><ce:italic>x</ce:italic></ce:inf> nanoparticles and their morphology manipulating mechanisms by stoichiometric ratios: Experiment and first-principle calculation,www.doi.org/10.1016/j.matdes.2019.107951
Modeling and optimization method of an indirectly irradiated solar receiver,www.doi.org/10.1016/j.mex.2018.12.006
"Purification, application and current market trend of natural graphite: A review",www.doi.org/10.1016/j.ijmst.2019.04.003
"Hexagonal boron nitride monolayers on metal supports: Versatile templates for atoms, molecules and nanostructures",www.doi.org/10.1016/j.surfrep.2018.10.001
Image based in silico characterisation of the effective thermal properties of a graphite foam,www.doi.org/10.1016/j.carbon.2018.10.031
Towards Oxide Electronics: a Roadmap,www.doi.org/10.1016/j.apsusc.2019.03.312
Energy equivalence based constitutive model of austenitic stainless steel at cryogenic temperatures,www.doi.org/10.1016/j.ijsolstr.2018.12.028
Machine Learning as a universal tool for quantitative investigations of phase transitions,www.doi.org/10.1016/j.nuclphysb.2019.114639
Paramagnetic NMR in solution and the solid state,www.doi.org/10.1016/j.pnmrs.2018.05.001
High entropy alloys: Key issues under passionate debate,www.doi.org/10.1016/j.scriptamat.2020.07.010
"On the phase constituents of four CoCrFeNiX (X<ce:hsp sp=0.25></ce:hsp>=<ce:hsp sp=0.25></ce:hsp>Y, Ti, Zr, Hf) high-entropy alloys after prolonged annealing",www.doi.org/10.1016/j.jmrt.2020.07.056
Surface segregation in Cr-Mn-Fe-Co-Ni high entropy alloys,www.doi.org/10.1016/j.apsusc.2020.147471
Gas tungsten arc welding of as-rolled CrMnFeCoNi high entropy alloy,www.doi.org/10.1016/j.matdes.2020.108505
A high-entropy alloy as very low melting point solder for advanced electronic packaging,www.doi.org/10.1016/j.mtadv.2020.100101
Electronic properties of the passive films formed on CoCrFeNi and CoCrFeNiAl high entropy alloys in sodium chloride solution,www.doi.org/10.1016/j.jmrt.2020.10.002
Metastability in high entropy alloys,www.doi.org/10.1016/j.scriptamat.2020.05.049
Assessment of utilization of ab-initio and Calphad calculations for a design of high-entropy alloy for metal forming,www.doi.org/10.1016/j.promfg.2020.08.122
Development of Ti–Zr–Hf–Y–La high-entropy alloys with dual hexagonal-close-packed structure,www.doi.org/10.1016/j.scriptamat.2020.05.033
Influence of Cr content on the microstructure and mechanical properties of Cr<ce:inf loc=post>x</ce:inf>FeNiCu high entropy alloys,www.doi.org/10.1016/j.pnsc.2020.01.012
High Entropy Alloy machining by EDM and ECM,www.doi.org/10.1016/j.procir.2020.02.318
"The effect of annealing temperature on the microstructure, mechanical and electrochemical properties of arc-melted AlCrFeMnNi equi-atomic High entropy alloy",www.doi.org/10.1016/j.jmrt.2020.03.050
"Novel phase decomposition, good soft-magnetic and mechanical properties for high-entropy (Fe<ce:inf loc=post>0.25</ce:inf>Co<ce:inf loc=post>0.25</ce:inf>Ni<ce:inf loc=post>0.25</ce:inf>Cr<ce:inf loc=post>0.125</ce:inf>Mn<ce:inf loc=post>0.125</ce:inf>)<ce:inf loc=post>100–<ce:italic>x</ce:italic></ce:inf>B<ce:inf loc=post><ce:italic>x</ce:italic></ce:inf> (<ce:italic>x</ce:italic> = 9–13) amorphous alloys",www.doi.org/10.1016/j.jallcom.2020.155917
Phase formation in magnetron sputtered CrMnFeCoNi high entropy alloy,www.doi.org/10.1016/j.surfcoat.2020.126323
"Chemical complexity, microstructure and martensitic transformation in high entropy shape memory alloys",www.doi.org/10.1016/j.intermet.2020.106792
Fabrication and friction properties of the AlFeCrCo medium-entropy alloy coatings on magnesium alloy,www.doi.org/10.1016/j.matdes.2020.108872
Self- supported high-entropy alloy electrocatalyst for highly efficient H<ce:inf loc=post>2</ce:inf> evolution in acid condition,www.doi.org/10.1016/j.jmat.2020.06.001
Designing of Fe-containing (Ti<ce:inf loc=post>33</ce:inf>Zr<ce:inf loc=post>33</ce:inf>Hf<ce:inf loc=post>33</ce:inf>)-(Ni<ce:inf loc=post>50</ce:inf>Cu<ce:inf loc=post>50</ce:inf>) high entropy alloys developed by equiatomic substitution: phase evolution and mechanical properties,www.doi.org/10.1016/j.jmrt.2020.05.071
Strengthening mechanisms in high entropy alloys: Fundamental issues,www.doi.org/10.1016/j.scriptamat.2020.06.019
Microstructure and mechanical properties of CoCrFeNiMo high-entropy alloy coatings,www.doi.org/10.1016/j.jmrt.2020.03.029
Local order in high-entropy alloys and associated deuterides – a total scattering and Reverse Monte Carlo study,www.doi.org/10.1016/j.actamat.2020.08.045
Effect of high-temperature exposure on the microstructure and mechanical properties of the Al<ce:inf loc=post>5</ce:inf>Ti<ce:inf loc=post>5</ce:inf>Co<ce:inf loc=post>35</ce:inf>Ni<ce:inf loc=post>35</ce:inf>Fe<ce:inf loc=post>20</ce:inf> high-entropy alloy,www.doi.org/10.1016/j.jmrt.2019.10.084
First principles study of the effect of hydrogen in austenitic stainless steels and high entropy alloys,www.doi.org/10.1016/j.actamat.2020.09.070
Microstructure and tensile property of a precipitation strengthened high entropy alloy processed by selective laser melting and post heat treatment,www.doi.org/10.1016/j.addma.2020.101601
Enhancement of fatigue resistance by overload-induced deformation twinning in a CoCrFeMnNi high-entropy alloy,www.doi.org/10.1016/j.actamat.2020.10.016
Microstructurally flexible high entropy alloys: Linkages between alloy design and deformation behavior,www.doi.org/10.1016/j.matdes.2020.108968
Preparation of nanoporous CoCr alloy by dealloying CrCoNi medium entropy alloys,www.doi.org/10.1016/j.jmrt.2020.01.018
High-throughput synthesis and corrosion behavior of sputter-deposited nanocrystalline Al<ce:inf loc=post><ce:italic>x</ce:italic></ce:inf>(CoCrFeNi)<ce:inf loc=post>100-<ce:italic>x</ce:italic></ce:inf> combinatorial high-entropy alloys,www.doi.org/10.1016/j.matdes.2020.109018
Machine learning reveals the importance of the formation enthalpy and atom-size difference in forming phases of high entropy alloys,www.doi.org/10.1016/j.matdes.2020.108835
Compositional complexity dependence of dislocation density and mechanical properties in high entropy alloy systems,www.doi.org/10.1016/j.pnsc.2020.07.002
"Microstructure, mechanical properties and machinability of particulate reinforced Al matrix composites: a comparative study between SiC particles and high-entropy alloy particles",www.doi.org/10.1016/j.jmrt.2020.09.034
Ultra-strong nanostructured CrMnFeCoNi high entropy alloys,www.doi.org/10.1016/j.matdes.2020.108895
Towards V-based high-entropy alloys for nuclear fusion applications,www.doi.org/10.1016/j.scriptamat.2019.09.028
"In-situ alloyed, oxide-dispersion-strengthened CoCrFeMnNi high entropy alloy fabricated via laser powder bed fusion",www.doi.org/10.1016/j.matdes.2020.108966
Alloying effect on the oxidation behavior of a ductile Al<ce:inf loc=post>0.5</ce:inf>Cr<ce:inf loc=post>0.25</ce:inf>Nb<ce:inf loc=post>0.5</ce:inf>Ta<ce:inf loc=post>0.5</ce:inf>Ti<ce:inf loc=post>1.5</ce:inf> refractory high-entropy alloy,www.doi.org/10.1016/j.mtadv.2020.100104
Mechanical and microstructural response of the Al<ce:inf loc=post>0.5</ce:inf>CoCrFeNi high entropy alloy to Si and Ni ion irradiation,www.doi.org/10.1016/j.nme.2020.100813
Investigation on surface morphology and crystalline phase deformation of Al<ce:inf loc=post>80</ce:inf>Li<ce:inf loc=post>5</ce:inf>Mg<ce:inf loc=post>5</ce:inf>Zn<ce:inf loc=post>5</ce:inf>Cu<ce:inf loc=post>5</ce:inf> high-entropy alloy by ultra-precision cutting,www.doi.org/10.1016/j.matdes.2019.108367
Neural Network-Assisted Development of High-Entropy Alloy Catalysts: Decoupling Ligand and Coordination Effects,www.doi.org/10.1016/j.matt.2020.07.029
Data related to the growth of σ-phase precipitates in CrMnFeCoNi high-entropy alloys: Temporal evolutions of precipitate dimensions and concentration profiles at interfaces,www.doi.org/10.1016/j.dib.2020.106449
Tensile properties and microstructure evolution during two-stage tensile testing of CoCrFeMnNi high-entropy alloy,www.doi.org/10.1016/j.jmrt.2020.05.069
Design and fabrication of Ti–Zr-Hf-Cr-Mo and Ti–Zr-Hf-Co-Cr-Mo high-entropy alloys as metallic biomaterials,www.doi.org/10.1016/j.msec.2019.110322
Dataset for microstructure and mechanical properties of (CrCoNi)97Al1.5Ti1.5 medium entropy alloy twisted by free-end-torsion at room and cryogenic temperatures,www.doi.org/10.1016/j.dib.2020.106333
Computational and experimental investigation of refractory high entropy alloy Mo<ce:inf loc=post>15</ce:inf>Nb<ce:inf loc=post>20</ce:inf>Re<ce:inf loc=post>15</ce:inf>Ta<ce:inf loc=post>30</ce:inf>W<ce:inf loc=post>20</ce:inf>,www.doi.org/10.1016/j.jmrt.2020.06.036
Multistage work hardening assisted by multi-type twinning in ultrafine-grained heterostructural eutectic high-entropy alloys,www.doi.org/10.1016/j.mattod.2020.09.029
Unveiling the Electronic Origin for Pressure-Induced Phase Transitions in High-Entropy Alloys,www.doi.org/10.1016/j.matt.2019.12.023
A novel biomedical high-entropy alloy and its laser-clad coating designed by a cluster-plus-glue-atom model,www.doi.org/10.1016/j.matdes.2020.109085
Design of a dual-phase hcp-bcc high entropy alloy strengthened by ω nanoprecipitates in the Sc-Ti-Zr-Hf-Re system,www.doi.org/10.1016/j.matdes.2020.108716
Processing of a single-crystalline CrCoNi medium-entropy alloy and evolution of its thermal expansion and elastic stiffness coefficients with temperature,www.doi.org/10.1016/j.scriptamat.2019.09.020
High-throughput synthesis of Mo-Nb-Ta-W high-entropy alloys via additive manufacturing,www.doi.org/10.1016/j.matdes.2019.108358
Microstructure and tribological property of CoCrFeMoNi High entropy alloy treated by ion sulfurization,www.doi.org/10.1016/j.jmrt.2019.12.090
Interdiffusion in Cr–Fe–Co–Ni medium-entropy alloys,www.doi.org/10.1016/j.intermet.2020.106789
Effect of temperature on small-scale deformation of individual face-centered-cubic and body-centered-cubic phases of an Al<ce:inf loc=post>0.7</ce:inf>CoCrFeNi high-entropy alloy,www.doi.org/10.1016/j.matdes.2020.108611
Microbiologically influenced corrosion of FeCoCrNiMo<ce:inf loc=post>0.1</ce:inf> high-entropy alloys by marine <ce:italic>Pseudomonas aeruginosa</ce:italic>,www.doi.org/10.1016/j.corsci.2019.108390
Processing and characterization of a multibeam sputtered nanocrystalline CoCrFeNi high-entropy alloy film,www.doi.org/10.1016/j.surfcoat.2020.125465
A Creative “Spark” for High-Entropy Alloys,www.doi.org/10.1016/j.matt.2020.10.013
"Corrigendum to database on the mechanical properties of high entropy alloys and complex concentrated alloys, data in brief 21 (2018) 2664–2678",www.doi.org/10.1016/j.dib.2020.106216
Investigation of microstructural influence on entropy change in magnetocaloric polycrystalline samples of NiMnGaCu ferromagnetic shape memory alloy,www.doi.org/10.1016/j.jmrt.2019.12.057
"Data compilation on the effect of grain size, temperature, and texture on the strength of a single-phase FCC MnFeNi medium-entropy alloy",www.doi.org/10.1016/j.dib.2019.104807
Robust data-driven approach for predicting the configurational energy of high entropy alloys,www.doi.org/10.1016/j.matdes.2019.108247
Analysis of strengthening due to grain boundaries and annealing twin boundaries in the CrCoNi medium-entropy alloy,www.doi.org/10.1016/j.ijplas.2019.08.009
Growth kinetics of σ-phase precipitates and underlying diffusion processes in CrMnFeCoNi high-entropy alloys,www.doi.org/10.1016/j.actamat.2020.08.023
Study of the elaboration of high entropy material from powder by laser additive manufacturing,www.doi.org/10.1016/j.procir.2020.09.051
Unconventional Alloys Confined in Nanoparticles: Building Blocks for New Matter,www.doi.org/10.1016/j.matt.2020.07.027
Early stage phase separation of AlCoCr<ce:inf loc=post>0.75</ce:inf>Cu<ce:inf loc=post>0.5</ce:inf>FeNi high-entropy powder at the nanoscale,www.doi.org/10.1016/j.jallcom.2019.153149
Effects of the elemental composition of high-entropy filler metals on the mechanical properties of dissimilar metal joints between stainless steel and low carbon steel,www.doi.org/10.1016/j.jmrt.2020.08.028
Design and synthesis of chemically complex ceramics from the perspective of entropy,www.doi.org/10.1016/j.mtadv.2020.100114
A thermodynamic analytical model based on entropy production for predicting the grain size and yield strength of the joint formed by continuous drive friction welding,www.doi.org/10.1016/j.jmrt.2020.09.048
Identifying the high entropy effect on plastic dynamics in bulk metallic glasses: A nanoindentation study at room and elevated temperatures,www.doi.org/10.1016/j.matdes.2020.108500
Lattice distortion and stability of (Co<ce:inf loc=post>0.2</ce:inf>Cu<ce:inf loc=post>0.2</ce:inf>Mg<ce:inf loc=post>0.2</ce:inf>Ni<ce:inf loc=post>0.2</ce:inf>Zn<ce:inf loc=post>0.2</ce:inf>)O high-entropy oxide under high pressure,www.doi.org/10.1016/j.mtadv.2020.100102
Mesoatom alloys via self-sorting approach of giant molecules blends,www.doi.org/10.1016/j.giant.2020.100031
Influence of inclined magnetic field and chemical reaction on the entropy generation of Blasius and Sakiadis flows,www.doi.org/10.1016/j.sciaf.2020.e00640
Segregation of Ni at early stages of radiation damage in NiCoFeCr solid solution alloys,www.doi.org/10.1016/j.actamat.2020.06.024
Quantitative analysis of interleaved degree in lamellar microstructure of titanium alloys,www.doi.org/10.1016/j.matdes.2020.108490
"Size-dependent strengthening in multi-principal element, face-centered cubic alloys",www.doi.org/10.1016/j.matdes.2020.108786
A machine-learning approach to predicting and understanding the properties of amorphous metallic alloys,www.doi.org/10.1016/j.matdes.2019.108378
Effects of high pressure and superheat temperature on microstructure evolution of Al-20Si alloy,www.doi.org/10.1016/j.jmrt.2020.08.040
Achieving high-strength joining of TiAl- and Ni-based alloys at room temperature and 750<ce:hsp sp=0.25></ce:hsp>℃ via utilizing a quinary FeCoNi-based amorphous filler,www.doi.org/10.1016/j.jmrt.2019.12.028
First-principles exploration of the stabilization mechanism of long-period stacking ordered structures in high performance Al alloys,www.doi.org/10.1016/j.pnsc.2020.02.005
A coherent set of model equations for various surface and interface energies in systems with liquid and solid metals and alloys,www.doi.org/10.1016/j.cis.2020.102212
Composition design for Fe-based soft magnetic amorphous and nanocrystalline alloys with high Fe content,www.doi.org/10.1016/j.matdes.2020.108511
Microstructure evolution and mechanical properties of Ti–8Nb–2Fe-0.2O alloy with high elastic admissible strain for orthopedic implant applications,www.doi.org/10.1016/j.pnsc.2020.01.015
Structural analysis and magnetic characterization of ternary alloys (Co–Fe–Ni) synthesized by mechanical alloying,www.doi.org/10.1016/j.jmrt.2020.10.068
Predicting the stacking fault energy of austenitic Fe-Mn-Al (Si) alloys,www.doi.org/10.1016/j.matdes.2019.108392
Study of surface tension and viscosity of Cu–Fe–Si ternary alloy using a thermodynamic approach,www.doi.org/10.1016/j.heliyon.2020.e04674
Use of third generation data for the elements to model the thermodynamics of binary alloy systems: Part 1 – The critical assessment of data for the Al-Zn system,www.doi.org/10.1016/j.calphad.2019.101723
Hydrides of Laves type Ti–Zr alloys with enhanced H storage capacity as advanced metal hydride battery anodes,www.doi.org/10.1016/j.jallcom.2020.154354
Microstructural characterization and hydrogenation performance of Zr<ce:inf loc=post>x</ce:inf>V<ce:inf loc=post>5</ce:inf>Fe(x=3-9) alloys,www.doi.org/10.1016/j.pnsc.2020.01.002
Phase transformation - induced strengthening of an additively manufactured multi- principal element CrMnFeCoNi alloy,www.doi.org/10.1016/j.matdes.2020.108999
"Synthesis, characterization and applications of FeCu alloys",www.doi.org/10.1016/j.apsadv.2020.100027
Thermal stability of a nanocrystalline HfNbTiZr multi-principal element alloy processed by high-pressure torsion,www.doi.org/10.1016/j.matchar.2020.110550
High-temperature phenomena in an advanced intermetallic nano-lamellar γ-TiAl-based alloy. Part I: Internal friction and atomic relaxation processes,www.doi.org/10.1016/j.actamat.2020.09.025
Spark plasma sintering of a high-energy ball milled Mg-10 wt% Al alloy,www.doi.org/10.1016/j.jma.2020.02.006
Scaling analysis of phase transitions in magnetocaloric alloys,www.doi.org/10.1016/j.jmmm.2019.166239
Using high temperature tensile testing data to analyze hot formability of Sn-5Sb alloy: instability and critical damage criteria,www.doi.org/10.1016/j.jmrt.2020.02.043
Modified Monte Carlo approach for simulation of grain growth and Ostwald ripening in two-phase Zn–22Al alloy,www.doi.org/10.1016/j.jmrt.2020.06.017
Composition and process parameter dependence of yield strength in laser powder bed fusion alloys,www.doi.org/10.1016/j.matdes.2020.109024
A review of microstructure and texture evolution with nanoscale precipitates for copper alloys,www.doi.org/10.1016/j.jmrt.2020.08.055
Surface segregation of Pd–Cu alloy in various gas atmospheres,www.doi.org/10.1016/j.ijhydene.2020.05.268
Two pass laser welding of 304 stainless to TC4 titanium alloy using monel 400/Nb bilayer,www.doi.org/10.1016/j.jmrt.2020.11.060
Synergistic refining mechanism of Mg-3%Al alloy refining by carbon inoculation combining with Ca addition,www.doi.org/10.1016/j.jma.2019.12.007
First-principles study of the Σ3(112) grain boundary in Fe-rich Fe-Cr alloys,www.doi.org/10.1016/j.scriptamat.2020.02.029
"Tuning the magneto-elastic transition of (Mn,Fe,V)<ce:inf loc=post>2</ce:inf>(P,Si) alloys to low magnetic field applications",www.doi.org/10.1016/j.jallcom.2019.153451
"Effect of micro-alloying Ca on microstructure, texture and mechanical properties of Mg–Zn–Y–Ce alloys",www.doi.org/10.1016/j.pnsc.2020.01.025
First reaction: Mesoatom alloys via self-sorting approach of giant molecules blends,www.doi.org/10.1016/j.giant.2020.100032
Lattice distortion effect on incipient behavior of Ti-based multi-principal element alloys,www.doi.org/10.1016/j.jmrt.2020.05.081
Nanoparticle-induced growth behavior of primary α-Mg in AZ91 alloys,www.doi.org/10.1016/j.matdes.2020.109146
Tailoring strength-ductility balance of caliber-rolled AZ31 Mg alloy through subsequent annealing,www.doi.org/10.1016/j.jma.2019.11.005
Understanding microstructural evolution and hardness of nanostructured Fe<ce:inf loc=post>89.5</ce:inf>Ni<ce:inf loc=post>8</ce:inf>Zr<ce:inf loc=post>2.5</ce:inf> alloy produced by mechanical alloying and pressureless sintering,www.doi.org/10.1016/j.jestch.2020.03.010
Effects of ytterbium addition and heat treatment on the mechanical properties and biocorrosion behaviors of Mg–Zn–Zr alloy,www.doi.org/10.1016/j.jma.2019.11.013
Manufacturing of Bulk Al-12Zn-3.7Mg-1Cu Alloy with TiC Nanoparticles,www.doi.org/10.1016/j.promfg.2020.05.054
Effects of interstitial carbon on the radiation tolerance of carbon-doped NiFe binary alloys from atomistic simulations,www.doi.org/10.1016/j.nme.2020.100785
Exploring alloying effect on phase stability and mechanical properties ofγ″-Ni<ce:inf loc=post>3</ce:inf>Nb precipitates with first-principles calculations,www.doi.org/10.1016/j.matdes.2020.109174
Easy construction of processing maps for metallic alloys using a flow instability criterion based on power-law breakdown,www.doi.org/10.1016/j.jmrt.2020.03.030
Chemical vapor deposition of TiN on a CoCrFeNi multi-principal element alloy substrate,www.doi.org/10.1016/j.surfcoat.2020.125778
Laser metal deposition for additive manufacturing of AA5024 and nanoparticulate TiC modified AA5024 alloy composites prepared with balling milling process,www.doi.org/10.1016/j.optlastec.2020.106438
Microstructure/texture evolution maps to optimize hot deformation process of near-α titanium alloy,www.doi.org/10.1016/j.pnsc.2020.01.004
Recent developments in research of double glow plasma surface alloying technology: a brief review,www.doi.org/10.1016/j.jmrt.2020.03.123
An in situ and ex situ study of χ phase formation in a hypoeutectic Fe-based hardfacing alloy,www.doi.org/10.1016/j.matdes.2019.108438
Combinatorial study of thermal stability in ternary nanocrystalline alloys,www.doi.org/10.1016/j.actamat.2020.01.059
Nd:YAG laser welding of dissimilar metals of titanium alloy to stainless steel without filler metal based on a hybrid connection mechanism,www.doi.org/10.1016/j.jmrt.2019.12.001
Design using randomness: a new dimension for metallurgy,www.doi.org/10.1016/j.scriptamat.2020.06.012
Sildenafil drug as a safe anticorrosion for 6063 aluminum alloy in acidic and alkaline solutions: Theoretical and experimental studies,www.doi.org/10.1016/j.ejpe.2020.06.001
Thermodynamic origin of solute-enriched stacking-fault in dilute Mg-Zn-Y alloys,www.doi.org/10.1016/j.matdes.2019.108452
Microstructural characteristics of AZ31 alloys rolled at room and cryogenic temperatures and their variation during annealing,www.doi.org/10.1016/j.jma.2020.03.003
Optimization of machining parameters of aluminum alloy 6026-T9 under MQL-assisted turning process,www.doi.org/10.1016/j.jmrt.2020.07.071
Stability and synthesis of 2D metals and alloys: a review,www.doi.org/10.1016/j.mtadv.2020.100092
Experimental Study and Modeling of the Fatigue Fracture of High-Strength FeMnSi-based Shape Memory Alloy,www.doi.org/10.1016/j.prostr.2020.11.037
Segregation and preferential sputtering of Cr in WCrY smart alloy,www.doi.org/10.1016/j.nme.2020.100736
Drilling process and resulting surface properties of Inconel 718 alloy fabricated by Selective Laser Melting Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.02.110
Electron spin mediated distortion in metallic systems,www.doi.org/10.1016/j.scriptamat.2020.04.025
"Hydrogen, as an alloying element, enables a greater strength-ductility balance in an Fe-Cr-Ni-based, stable austenitic stainless steel",www.doi.org/10.1016/j.actamat.2020.08.024
Activation energy on MHD flow of titanium alloy (Ti<ce:inf loc=post>6</ce:inf>Al<ce:inf loc=post>4</ce:inf>V) nanoparticle along with a cross flow and streamwise direction with binary chemical reaction and non-linear radiation: Dual Solutions,www.doi.org/10.1016/j.jmrt.2019.10.044
Multiphase field modelling of alloy solidification,www.doi.org/10.1016/j.commatsci.2019.109085
Timescale competition dictates thermo-mechanical responses of NiTi shape memory alloy bars,www.doi.org/10.1016/j.ijsolstr.2020.02.021
Investigation on elastic and thermodynamic properties of Fe25Cr20NiMnNb austenitic stainless steel at high temperatures from first principles,www.doi.org/10.1016/j.commatsci.2020.109973
"Low melting point solders based on Sn, Bi, and In elements",www.doi.org/10.1016/j.mtadv.2020.100115
Mechanical properties and thermal stability of reactively sputtered multi-principal-metal Hf-Ta-Ti-V-Zr nitrides,www.doi.org/10.1016/j.surfcoat.2020.125674
Influence of the cutting parameters on the surface properties in turning of a thermally sprayed AlCoCrFeNiTi coating,www.doi.org/10.1016/j.procir.2020.02.015
Comprehensive assessment of the printability of CoNiCrFeMn in Laser Powder Bed Fusion,www.doi.org/10.1016/j.matdes.2020.108845
A mechanistic interpretation of the strength-ductility trade-off and synergy in lamellar microstructures,www.doi.org/10.1016/j.mtadv.2020.100103
Automatically weighted high-resolution mapping of multi-criteria decision analysis for sustainable manufacturing systems,www.doi.org/10.1016/j.jclepro.2020.120272
"Thermal stability and mechanical properties of sputtered (Hf,Ta,V,W,Zr)-diborides",www.doi.org/10.1016/j.actamat.2020.09.018
Learning What Makes Catalysts Good,www.doi.org/10.1016/j.matt.2020.09.012
Comparison of the corrosion and passivity behavior between CrMnFeCoNi and CrFeCoNi coatings prepared by argon arc cladding,www.doi.org/10.1016/j.jmrt.2020.05.093
Influence of copper addition and heat treatment parameters on nanocrystallization process of Fe-Co-Mo-B-Si amorphous ribbons with high saturation magnetization about 1.6 T,www.doi.org/10.1016/j.jmmm.2019.165951
Anomalous behavior of glass-forming ability and mechanical response in a series of equiatomic binary to denary metallic glasses,www.doi.org/10.1016/j.mtla.2019.100505
Synthesis of a robust multifunctional composite with concurrent magnetocaloric effect and enhanced energy absorption capabilities through a tailored processing route,www.doi.org/10.1016/j.matdes.2019.108399
Effects of F<ce:sup loc=post>3+</ce:sup> ion implantation on the properties of W and W<ce:inf loc=post>0.5</ce:inf>(TaTiVCr)<ce:inf loc=post>0.5</ce:inf> for depth marker-based plasma erosion analysis,www.doi.org/10.1016/j.nme.2020.100806
Nanostructural metallic materials: Structures and mechanical properties,www.doi.org/10.1016/j.mattod.2020.04.005
Rapid solidification and surface topography for additive manufacturing with beam surface heating,www.doi.org/10.1016/j.coche.2019.12.003
Direct observations of Pd–Te compound formation within noble metal inclusions in spent nuclear fuel,www.doi.org/10.1016/j.jnucmat.2020.152249
Experimental assessment of the microstructure evolution and liquidus projection in the Mo-rich Mo–Si–B system,www.doi.org/10.1016/j.matdes.2019.108233
Grain refinement in laser powder bed fusion: The influence of dynamic recrystallization and recovery,www.doi.org/10.1016/j.matdes.2020.109181
Low temperature thermal and volumetric behavior of MnAl<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>4</ce:inf> spinel,www.doi.org/10.1016/j.jmrt.2020.02.046
Hydrogen induced vacancy clustering and void formation mechanisms at grain boundaries in palladium,www.doi.org/10.1016/j.actamat.2020.06.007
Influence of carbon on microstructure and mechanical properties of magnetron sputtered TaW coatings,www.doi.org/10.1016/j.matdes.2020.109070
Influence of graphene content and nickel decoration on the microstructural and mechanical characteristics of the Cu/Sn–Ag–Cu/Cu soldered joint,www.doi.org/10.1016/j.jmrt.2020.06.026
Dissociated dislocation-mediated carbon transport and diffusion in austenitic iron,www.doi.org/10.1016/j.actamat.2020.03.042
Elucidating the role of Ni to enhance the methanol oxidation reaction on Pd electrocatalysts,www.doi.org/10.1016/j.electacta.2020.136954
Magnetocaloric effect in bamboo-grained Ni-Mn-Ga microwires over a wide working temperature interval,www.doi.org/10.1016/j.matdes.2020.108557
Selenium nanovirus and its cytotoxicity in selenite-exposed higher living organisms,www.doi.org/10.1016/j.bbrep.2020.100733
Rashba Effect Maximizes Thermoelectric Performance of GeTe Derivatives,www.doi.org/10.1016/j.joule.2020.07.021
Optimization the working parameters of as-forged 42CrMo steel by constitutive equation-dynamic recrystallization equation and processing maps,www.doi.org/10.1016/j.jmrt.2020.04.078
On the competition between interface energy and temperature in phase transition phenomena,www.doi.org/10.1016/j.apples.2020.100009
